cell	value
A1	program
B1	relationship_reconstruction_error
C1	num_trees_rrl
D1	depth
E1	num_clusters
F1	num_mutations
G1	num_samples
H1	run
I1	perplexity
J1	num_trees_perplex
K1	truth_perplexity
L1	log_perplexity_ratio
A2	Pairtree
G147	30
H147	2
I147	3.226135593449094
J147	1
K147	3.226135593449094
L147	0
A148	Pairtree
B148	0
C148	1
D148	50
E148	3
F148	30
G148	30
H148	1
I148	3.479074685816605
J148	1
K148	3.479074685816605
L148	0
A149	Pairtree
B149	0.0490318936447452
C149	2
D149	1000
E149	3
F149	30
G149	3
H149	2
I149	4.781134688150753
J149	2
K149	4.781169150731719
L149	-3.446258096584387e-05
A150	Pairtree
B150	0.008461715167762
C150	2
D150	1000
E150	3
F150	30
G150	3
H150	3
I150	6.413318470250489
J150	2
K150	6.413318299502079
L150	1.70748409189514e-07
A151	Pairtree
